Row ID,Order Date,Ship Date,Order ID,Customer ID,Customer Name,Region,Country,State,City,Segment,Category,Sub-Category,Product ID,Product Name,Quantity,Payment Mode,Ship Mode,Sales,Profit,Returns
6445,13-10-2019,20-10-2019,CA-2019-101161,BW-11110,Bart Watters,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,3,Online,Standard Class,82.26,33.7266,0
9533,27-10-2019,31-10-2019,CA-2019-116596,BW-11200,Ben Wallace,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",14,Cards,Standard Class,427.644,80.7772,0
8192,17-11-2020,21-11-2020,US-2020-155866,CC-12370,Christopher Conant,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",4,COD,Standard Class,200.76,76.9816,0
6372,03-10-2020,05-10-2020,CA-2020-143035,CC-12430,Chuck Clark,East,United States,New York,New York City,Home Office,Furniture,Furnishings,FUR-FU-10001934,Magnifier Swing Arm Lamp,4,Cards,Second Class,118.92,21.8192,0
4390,20-11-2020,22-11-2020,CA-2020-111556,CD-11920,Carlos Daly,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10003159,"Sauder Camden County Collection Libraries, Planked Cherry Finish",2,Cards,First Class,226.968,-25.2956,1
9473,05-11-2020,10-11-2020,CA-2020-102925,CD-12280,Christina DeMoss,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,2,COD,Second Class,166.124,24.2012,0
9468,05-11-2020,10-11-2020,CA-2020-102925,CD-12280,Christina DeMoss,East,United States,New York,New York City,Consumer,Furniture,Tables,FUR-TA-10003469,Balt Split Level Computer Training Table,2,COD,Second Class,209.5,-66.6,0
9474,05-11-2020,10-11-2020,CA-2020-102925,CD-12280,Christina DeMoss,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",5,Online,Second Class,133.4,38.532,0
2182,07-05-2019,11-05-2019,CA-2019-128818,CJ-12010,Caroline Jumper,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10002084,Hon Mobius Operator's Chair,4,COD,Standard Class,442.764,59.0352,0
2185,07-05-2019,11-05-2019,CA-2019-128818,CJ-12010,Caroline Jumper,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10001940,Staple-based wall hangings,8,COD,Standard Class,63.68,28.0192,0
1338,31-03-2020,02-04-2020,CA-2020-100524,CM-12115,Chad McGuire,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10004018,Tensor Computer Mounted Lamp,2,Online,Second Class,160.78,8.0406,0
7324,05-12-2020,08-12-2020,US-2020-126053,CS-11950,Carlos Soltero,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10001934,Magnifier Swing Arm Lamp,2,COD,First Class,156.96,10.9096,0
3101,14-04-2020,19-04-2020,CA-2020-131233,CS-12355,Christine Sundaresam,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",3,COD,Standard Class,280.352,9.0882,0
5331,04-09-2019,08-09-2019,CA-2019-123120,CV-12295,Christina VanderZanden,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",1,Cards,Standard Class,63.94,24.9366,0
111,25-12-2020,30-12-2020,CA-2020-146780,CV-12805,Cynthia Voltz,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10001934,Magnifier Swing Arm Lamp,2,Online,Standard Class,329.96,10.9096,0
440,20-01-2020,23-01-2020,CA-2020-157252,CV-12805,Cynthia Voltz,East,United States,New York,New York City,Corporate,Furniture,Chairs,FUR-CH-10003396,Global Deluxe Steno Chair,3,Online,Second Class,240.846,2.3094,0
7397,25-12-2019,30-12-2019,CA-2019-110975,DB-12970,Darren Budd,East,United States,New York,New York City,Corporate,Furniture,Chairs,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,3,COD,Standard Class,866.646,173.3292,0
7396,25-12-2019,30-12-2019,CA-2019-110975,DB-12970,Darren Budd,East,United States,New York,New York City,Corporate,Furniture,Tables,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",2,COD,Standard Class,313.176,-120.0508,0
6762,24-07-2019,26-07-2019,CA-2019-162943,DB-12970,Darren Budd,East,United States,New York,New York City,Corporate,Furniture,Chairs,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,2,COD,Second Class,253.764,31.0156,0
4648,26-04-2019,01-05-2019,CA-2019-139556,DB-13360,Dennis Bolton,East,United States,New York,New York City,Home Office,Furniture,Chairs,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,3,Online,Standard Class,434.646,62.7822,0
1250,18-12-2020,24-12-2020,CA-2020-115602,DJ-13630,Doug Jacobs,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,9,COD,Standard Class,1406.938,139.5702,0
5924,26-11-2019,30-11-2019,CA-2019-130288,DK-13225,Dean Katz,East,United States,New York,New York City,Corporate,Furniture,Tables,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",2,COD,Second Class,313.176,-120.0508,0
1168,08-12-2020,10-12-2020,CA-2020-145226,DL-13315,Delfina Latchford,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",2,COD,Second Class,143.48,33.9388,0
4735,07-04-2019,12-04-2019,CA-2019-120530,Dl-13600,Dorris liebe,East,United States,New York,New York City,Corporate,Furniture,Chairs,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",3,Online,Standard Class,658.746,146.388,0
9013,21-02-2019,22-02-2019,CA-2019-121447,EA-14035,Erin Ashbrook,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7,COD,First Class,135.8,66.542,0
7033,11-11-2019,16-11-2019,CA-2019-145548,EB-13750,Edward Becker,East,United States,New York,New York City,Corporate,Furniture,Chairs,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",3,Online,Standard Class,245.646,8.1882,0
981,03-10-2019,08-10-2019,CA-2019-144939,EB-13870,Emily Burns,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,6,Online,Standard Class,599.292,93.2232,0
9854,02-05-2019,06-05-2019,CA-2019-158155,EH-13765,Edward Hooks,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",5,Cards,Standard Class,214.7,83.733,0
9851,02-05-2019,06-05-2019,CA-2019-158155,EH-13765,Edward Hooks,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10000732,Eldon 200 Class Desk Accessories,2,Online,Standard Class,12.56,4.0192,0
6128,31-03-2019,06-04-2019,CA-2019-124100,EH-13990,Erica Hackney,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10003817,"Global Value Steno Chair, Gray",6,COD,Standard Class,327.996,54.666,0
2604,04-06-2019,04-06-2019,CA-2019-165848,EN-13780,Edward Nazzal,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10000362,Sauder Inglewood Library Bookcases,1,COD,Same Day,136.784,5.1294,0
2605,04-06-2019,04-06-2019,CA-2019-165848,EN-13780,Edward Nazzal,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",4,COD,Same Day,61.12,20.7808,0
5142,01-04-2019,05-04-2019,CA-2019-111213,FP-14320,Frank Preis,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",6,COD,Standard Class,1317.492,292.776,0
4051,24-06-2020,26-06-2020,CA-2020-136350,GA-14515,George Ashbrook,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10001891,Global Deluxe Office Fabric Chairs,2,Cards,Second Class,190.764,32.6332,0
4050,24-06-2020,26-06-2020,CA-2020-136350,GA-14515,George Ashbrook,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",3,Online,Second Class,318.69,49.8042,0
7234,08-03-2019,12-03-2019,CA-2019-137337,GB-14575,Giulietta Baptist,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10003347,Coloredge Poster Frame,8,Cards,Standard Class,113.6,44.304,0
1861,26-03-2020,27-03-2020,US-2020-121251,GM-14440,Gary McGarr,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",2,COD,First Class,280.568,-28.9764,0
7171,08-10-2020,14-10-2020,US-2020-168613,GM-14440,Gary McGarr,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,2,COD,Standard Class,184.764,3.2392,0
6946,30-09-2019,04-10-2019,CA-2019-106243,GM-14680,Greg Matthias,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",5,Online,Standard Class,523.92,-26.196,0
2229,01-10-2019,05-10-2019,CA-2019-139157,GM-14680,Greg Matthias,East,United States,New York,New York City,Consumer,Furniture,Tables,FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1,Cards,Standard Class,330.588,-115.7058,0
854,19-02-2019,24-02-2019,CA-2019-123274,GT-14710,Greg Tran,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",2,COD,Standard Class,44.46,14.6718,0
3821,09-10-2020,14-10-2020,CA-2020-141873,HG-14845,Harry Greene,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",3,Cards,Standard Class,351.352,-15.7176,0
9272,12-05-2019,17-05-2019,CA-2019-100510,HM-14860,Harry Marie,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10000320,OIC Stacking Trays,3,Cards,Standard Class,10.02,4.4088,0
881,30-11-2020,02-12-2020,CA-2020-111689,HP-14815,Harold Pawlan,East,United States,New York,New York City,Home Office,Furniture,Chairs,FUR-CH-10004287,SAFCO Arco Folding Chair,5,Online,Second Class,1263.9,262.39,0
7800,24-03-2020,27-03-2020,CA-2020-166184,HR-14830,Harold Ryan,East,United States,New York,New York City,Corporate,Furniture,Chairs,FUR-CH-10003396,Global Deluxe Steno Chair,3,COD,First Class,235.846,2.3094,0
1413,09-07-2019,13-07-2019,CA-2019-136329,JD-15895,Jonathan Doherty,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",4,COD,Standard Class,165.28,14.8752,0
1412,09-07-2019,13-07-2019,CA-2019-136329,JD-15895,Jonathan Doherty,East,United States,New York,New York City,Corporate,Furniture,Chairs,FUR-CH-10002335,Hon GuestStacker Chair,2,Online,Standard Class,408.006,72.5344,0
9359,25-01-2019,28-01-2019,CA-2019-168046,JD-15895,Jonathan Doherty,East,United States,New York,New York City,Corporate,Furniture,Tables,FUR-TA-10001095,Chromcraft Round Conference Tables,3,COD,Second Class,313.722,-99.3453,0
9360,25-01-2019,28-01-2019,CA-2019-168046,JD-15895,Jonathan Doherty,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,1,Online,Second Class,45.98,7.8166,0
8272,25-12-2019,31-12-2019,CA-2019-169670,JE-15715,Joe Elijah,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,8,COD,Standard Class,1563.056,313.2624,0
9722,16-02-2019,20-02-2019,CA-2019-105781,JF-15565,Jill Fjeld,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,3,Online,Standard Class,326.646,39.9234,0
9880,21-08-2019,25-08-2019,CA-2019-122581,JK-15370,Jay Kimmel,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10002961,"Leather Task Chair, Black",7,Online,Standard Class,573.174,63.686,0
6371,21-11-2019,21-11-2019,CA-2019-113425,JK-16120,Julie Kriz,East,United States,New York,New York City,Home Office,Furniture,Bookcases,FUR-BO-10002598,"Hon Metal Bookcases, Putty",2,Online,Same Day,113.568,12.7764,0
355,08-04-2019,13-04-2019,CA-2019-138520,JL-15505,Jeremy Lonsdale,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10002268,Sauder Barrister Bookcases,6,COD,Standard Class,388.704,-4.8588,0
3975,29-03-2019,02-04-2019,CA-2019-167556,JM-15250,Janet Martin,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",8,COD,Standard Class,414,124.2,0
6191,24-12-2019,28-12-2019,CA-2019-157259,JM-15535,Jessica Myrick,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,9,Online,Standard Class,799.56,207.8856,0
4469,24-11-2020,01-12-2020,CA-2020-168641,KA-16525,Kelly Andreada,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10000780,O'Sullivan Plantations 2-Door Library in Landvery Oak,2,COD,Standard Class,371.568,-16.0784,0
5828,03-09-2020,06-09-2020,CA-2020-161067,KB-16405,Katrina Bavinger,East,United States,New York,New York City,Home Office,Furniture,Chairs,FUR-CH-10004860,Global Low Back Tilter Chair,2,Cards,Second Class,193.764,-8.0784,0
5827,03-09-2020,06-09-2020,CA-2020-161067,KB-16405,Katrina Bavinger,East,United States,New York,New York City,Home Office,Furniture,Chairs,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,1,Online,Second Class,105.801,14.1246,0
1409,02-09-2019,06-09-2019,CA-2019-130407,KD-16270,Karen Daniels,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,2,COD,Standard Class,39.98,9.995,0
7929,20-11-2020,24-11-2020,CA-2020-120404,KH-16330,Katharine Harms,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,3,Cards,Second Class,139.97,9.1746,0
6484,03-06-2020,09-06-2020,CA-2020-113908,KN-16390,Katherine Nockton,East,United States,New York,New York City,Corporate,Furniture,Tables,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",2,Online,Standard Class,400.768,-115.4304,0
365,25-09-2020,01-10-2020,CA-2020-144904,KW-16435,Katrina Willman,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10000023,Eldon Wave Desk Accessories,8,Cards,Standard Class,164.12,20.7328,0
363,25-09-2020,01-10-2020,CA-2020-144904,KW-16435,Katrina Willman,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10000785,Global Ergonomic Managers Chair,3,COD,Standard Class,503.646,86.8704,0
9409,22-09-2020,24-09-2020,CA-2020-162789,LC-17140,Logan Currie,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10004864,Eldon 500 Class Desk Accessories,1,Online,Second Class,140.07,3.9831,0
4531,14-11-2019,17-11-2019,CA-2019-118759,MB-17305,Maria Bertelson,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10002335,Hon GuestStacker Chair,2,Online,First Class,408.006,72.5344,0
5501,15-07-2020,18-07-2020,CA-2020-164378,MM-18055,Michelle Moray,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10002084,Hon Mobius Operator's Chair,6,COD,Second Class,699.146,88.5528,0
3914,18-09-2020,25-09-2020,CA-2020-148068,MM-18280,Muhammed MacIntyre,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10002268,Ultra Door Push Plate,2,Cards,Standard Class,102.82,3.2406,0
7321,26-11-2020,29-11-2020,CA-2020-100097,MN-17935,Michael Nguyen,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",5,Online,Second Class,159.3,37.884,0
1043,06-09-2019,09-09-2019,CA-2019-102981,MO-17500,Mary O'Rourke,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",3,Cards,Second Class,722.352,90.294,0
627,15-09-2020,19-09-2020,CA-2020-163020,MO-17800,Meg O'Connel,East,United States,New York,New York City,Home Office,Furniture,Furnishings,FUR-FU-10000221,"Master Caster Door Stop, Brown",7,Online,Standard Class,124.56,12.0904,0
8972,24-03-2020,28-03-2020,CA-2020-122308,MV-17485,Mark Van Huff,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",2,Cards,Standard Class,305.764,60.392,0
1597,16-10-2020,18-10-2020,CA-2020-132234,MY-17380,Maribeth Yedwab,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,13,Online,First Class,562.3,175.136,0
7317,16-10-2019,20-10-2019,CA-2019-132066,NB-18655,Nona Balk,East,United States,New York,New York City,Corporate,Furniture,Tables,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,1,Online,Standard Class,142.182,-37.9152,0
618,18-08-2020,23-08-2020,CA-2020-117947,NG-18355,Nat Gilpin,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",2,Cards,Second Class,109.94,3.0814,0
621,18-08-2020,23-08-2020,CA-2020-117947,NG-18355,Nat Gilpin,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",3,Cards,Second Class,111.02,27.2862,0
617,18-08-2020,23-08-2020,CA-2020-117947,NG-18355,Nat Gilpin,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",2,Cards,Second Class,134.48,15.7872,0
9403,12-08-2019,17-08-2019,CA-2019-105459,NP-18700,Nora Preis,East,United States,New York,New York City,Consumer,Furniture,Tables,FUR-TA-10001095,Chromcraft Round Conference Tables,2,COD,Second Class,209.148,-66.2302,0
9939,12-12-2019,17-12-2019,CA-2019-169824,NS-18640,Noel Staavos,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10004864,Eldon 500 Class Desk Accessories,5,Cards,Standard Class,60.35,19.9155,0
6080,01-09-2019,07-09-2019,CA-2019-151561,PG-18820,Patrick Gardner,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",3,COD,Standard Class,191.82,61.3824,0
6395,14-12-2019,19-12-2019,CA-2019-129126,PK-19075,Pete Kriz,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",4,Cards,Standard Class,396.92,198.46,0
97,09-11-2020,11-11-2020,CA-2020-161018,PN-18775,Parhena Norris,East,United States,New York,New York City,Home Office,Furniture,Furnishings,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,7,Online,Second Class,134.53,40.5426,0
907,30-12-2020,03-01-2021,CA-2020-143259,PO-18865,Patrick O'Donnell,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",4,COD,Standard Class,213.136,12.1176,0
2588,30-06-2020,06-07-2020,CA-2020-131695,RA-19285,Ralph Arnett,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10002045,"Executive Impressions 14""",1,COD,Standard Class,84.23,9.7812,0
689,25-12-2020,29-12-2020,CA-2020-161480,RA-19285,Ralph Arnett,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",2,Cards,Standard Class,408.984,4.7996,0
9582,14-09-2020,16-09-2020,CA-2020-152975,RB-19705,Roger Barcio,East,United States,New York,New York City,Home Office,Furniture,Chairs,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",5,Cards,First Class,624.41,-6.549,0
3736,06-03-2020,11-03-2020,CA-2020-168193,RM-19750,Roland Murray,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",3,Online,Second Class,153.97,16.5531,1
2641,12-06-2020,18-06-2020,CA-2020-108441,SB-20190,Sarah Bern,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10000595,Safco Contoured Stacking Chairs,4,Online,Standard Class,882.24,143.04,0
9584,25-06-2020,27-06-2020,CA-2020-116127,SB-20205,Sarah Brown,East,United States,New York,New York City,Consumer,Furniture,Bookcases,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,1,Online,Second Class,417.784,-5.0098,0
1563,30-06-2020,30-06-2020,US-2020-102890,SG-20470,Sheri Gordon,East,United States,New York,New York City,Consumer,Furniture,Tables,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,5,COD,Same Day,1063.63,-295.9785,0
3180,05-12-2020,11-12-2020,CA-2020-105235,SM-20950,Suzanne McNair,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10000521,"Seth Thomas 14"" Putty-Colored Wall Clock",2,Online,Standard Class,143.68,18.1908,0
3179,05-12-2020,11-12-2020,CA-2020-105235,SM-20950,Suzanne McNair,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",3,Online,Standard Class,129.94,6.0726,0
6102,20-09-2020,26-09-2020,CA-2020-100111,SV-20365,Seth Vernon,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,5,COD,Standard Class,2284.41,375.735,1
6097,20-09-2020,26-09-2020,CA-2020-100111,SV-20365,Seth Vernon,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10003061,"Global Leather Task Chair, Black",1,COD,Standard Class,116.991,8.0991,1
6091,20-09-2020,26-09-2020,CA-2020-100111,SV-20365,Seth Vernon,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10003846,Hon Valutask Swivel Chairs,3,COD,Standard Class,318.646,18.1764,1
6100,20-09-2020,26-09-2020,CA-2020-100111,SV-20365,Seth Vernon,East,United States,New York,New York City,Consumer,Furniture,Chairs,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,11,Online,Standard Class,2903.127,609.7157,1
2213,21-11-2020,25-11-2020,CA-2020-107874,SW-20275,Scott Williamson,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,1,Cards,Standard Class,142.42,11.2422,0
1212,14-07-2019,18-07-2019,CA-2019-137050,SW-20755,Steven Ward,East,United States,New York,New York City,Corporate,Furniture,Bookcases,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,4,Online,Second Class,579.136,21.7176,0
1288,22-11-2019,26-11-2019,CA-2019-154711,TB-21355,Todd Boyes,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,2,COD,Standard Class,39.88,11.1664,0
8016,25-05-2020,25-05-2020,CA-2020-120168,TB-21625,Trudy Brown,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10000732,Eldon 200 Class Desk Accessories,3,Cards,Same Day,142.84,6.0288,0
3941,18-05-2020,23-05-2020,CA-2020-117863,TS-21340,Toby Swindell,East,United States,New York,New York City,Consumer,Furniture,Furnishings,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",2,Cards,Standard Class,112.56,6.2608,0
6340,05-10-2020,09-10-2020,CA-2020-143112,TS-21370,Todd Sumrall,East,United States,New York,New York City,Corporate,Furniture,Chairs,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",2,Online,Standard Class,247.382,2.4598,0
1493,24-11-2020,28-11-2020,CA-2020-166436,TS-21370,Todd Sumrall,East,United States,New York,New York City,Corporate,Furniture,Chairs,FUR-CH-10000785,Global Ergonomic Managers Chair,6,COD,Standard Class,1000.292,173.7408,0
9027,26-06-2019,02-07-2019,CA-2019-102127,VP-21760,Victoria Pisteka,East,United States,New York,New York City,Corporate,Furniture,Furnishings,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",3,Cards,Standard Class,37.74,12.8316,0
1814,20-11-2020,26-11-2020,US-2020-161193,BT-11680,Brian Thompson,East,United States,Ohio,Newark,Consumer,Furniture,Furnishings,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2,COD,Standard Class,123.656,1.5714,0
1813,20-11-2020,26-11-2020,US-2020-161193,BT-11680,Brian Thompson,East,United States,Ohio,Newark,Consumer,Furniture,Furnishings,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",5,COD,Standard Class,127.6,28.13,0
7640,02-03-2020,08-03-2020,CA-2020-104885,DB-13555,Dorothy Badders,East,United States,Delaware,Newark,Corporate,Furniture,Bookcases,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",2,Online,Standard Class,460.96,101.6508,0
9965,05-12-2019,10-12-2019,CA-2019-146374,HE-14800,Harold Engle,East,United States,Delaware,Newark,Corporate,Furniture,Furnishings,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,1,Online,Second Class,13.4,6.432,0
8405,08-07-2020,12-07-2020,CA-2020-140480,HE-14800,Harold Engle,East,United States,Delaware,Newark,Corporate,Furniture,Furnishings,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,4,COD,Standard Class,108.92,5.8744,0
8407,08-07-2020,12-07-2020,CA-2020-140480,HE-14800,Harold Engle,East,United States,Delaware,Newark,Corporate,Furniture,Furnishings,FUR-FU-10001057,Tensor Track Tree Floor Lamp,2,Online,Standard Class,135.98,9.1954,0
7129,14-11-2019,20-11-2019,US-2019-117541,JM-16195,Justin MacKendrick,East,United States,Delaware,Newark,Consumer,Furniture,Furnishings,FUR-FU-10000550,Stacking Trays by OIC,4,COD,Standard Class,19.92,6.5736,0
718,24-09-2020,29-09-2020,CA-2020-108910,KC-16540,Kelly Collister,East,United States,Ohio,Newark,Consumer,Furniture,Furnishings,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",3,COD,Standard Class,129.056,24.4758,0
